ID;OBJETO;MATERIAL;PROCEDENCIA;FECHA INGRESO;EDAD;FECHA;CULTURA;SECCION;SERIE;NUMINV
975;PUÑAL;ACERO, MADERA;DONACIÓN;28/06/03;;;;METAL;ARMAS;974
2267;CUENTA;AGATA;ARCOS;27/05/14;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;2289
2265;CUENTA;AGATA;ARCOS;27/05/14;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;2287
2266;CUENTA;AGATA;ARCOS;27/05/14;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;2288
2264;CUENTA;AGATA;ARCOS;27/05/14;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;2286
1956;HACHA;AGATA;ARCOS;27/05/14;PREHISTORIA;;NEOLÍTICO;LÍTICA;HACHAS;1955
26651;CUENTA;AGATA;C/ ACACIAS Nº 25/2005;;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;28343
20541;ENTALLE;AGATA;CARISSA AURELIA/85;;ANTIGUA;s. II - I a.C.;ROMANA;GLÍPTICA;ENTALLES;22223
20542;ENTALLE;AGATA;CARISSA AURELIA/85;;ANTIGUA;s. II - I a.C.;ROMANA;GLÍPTICA;ENTALLES;22224
30566;ENTALLE;AGATA;CARTEIA/2009;DJ/09/10;ANTIGUA;;ROMANA;GLÍPTICA;ENTALLES;31947
33534;ENTALLE;AGATA;CARTEIA. HALLAZGO CASUAL. SAN ROQUE;DJ/16/06;ANTIGUA;;ROMANA ;GLÍPTICA;ENTALLES;33687
16704;ENTALLE;AGATA;CARTEIA. SAN ROQUE;1978;ANTIGUA;s. II d.C.;ROMANA;GLÍPTICA;ENTALLES;16682
6597;CUENTA;AGATA;INSTITUTO NACIONAL DE PREVISIÓN;18/05/53;ANTIGUA;;;ORFEBRERÍA;CUENTAS;6619
6598;CUENTA;AGATA;INSTITUTO NACIONAL DE PREVISIÓN;18/05/53;ANTIGUA;;;ORFEBRERÍA;CUENTAS;6620
6596;CUENTA;AGATA;INSTITUTO NACIONAL DE PREVISIÓN;18/05/53;ANTIGUA;;;ORFEBRERÍA;CUENTAS;6618
16695;ENTALLE;AGATA;LA ALGAIDA. SANLÚCAR DE BARRAMEDA;1983;ANTIGUA;s. II - I a.C.;ROMANA;GLÍPTICA;ENTALLES;16674
26270;CUENTA;AGATA;LA ALGAIDA. SANLÚCAR DE BARRAMEDA;;ANTIGUA;;FENICIA - PÚNICA;ORFEBRERÍA;CUENTAS;27962
17317;CUENTA;AGATA;LA ALGAIDA. SANLÚCAR DE BARRAMEDA;;ANTIGUA;s. V-II a.C.;FENICIA;ORFEBRERÍA;CUENTAS;17293
17318;CUENTA;AGATA;LA ALGAIDA. SANLÚCAR DE BARRAMEDA;;ANTIGUA;s. V-II a.C.;FENICIA;ORFEBRERÍA;CUENTAS;17294
34005;CUENTA;AGATA;LA CORACHA. SETENIL;DJ/16/52;MODERNA;s. XVII;HISPÁNICA;ORFEBRERÍA;CUENTAS;34159
34004;CUENTA;AGATA;LA CORACHA. SETENIL;DJ/16/52;MODERNA;s. XVII;HISPÁNICA;ORFEBRERÍA;CUENTAS;34158
5014;CUENTA;AGATA;PUERTA TIERRA. CÁDIZ;ANTERIOR A 1917;;;;ORFEBRERÍA;CUENTAS;5036
4986;CUENTA;AGATA;ZONA POLÉMICA. CÁDIZ;01/03/43;ANTIGUA;;ROMANA;ORFEBRERÍA;CUENTAS;5008
4234;COLLAR;AGATA, PASTA;PLAYA DE LOS NÚMEROS. CÁDIZ;;ANTIGUA;S. V-IV a.C.;FENICIA;ORFEBRERÍA;COLLARES;4256
23239;COPA;ALABASTRO;ALMILCAR BARCA S/N/2001;19/11/01;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;COPAS;25068
12259;URNA;ALABASTRO;AREA DE PUERTA TIERRA. CÁDIZ;;ANTIGUA;;ROMANA;MÁRMOL;URNAS;12246
30874;URNA;ALABASTRO;AVENIDA PORTUGAL/AVENIDA JUAN CARLOS I/2010;DJ/11/73 - DJ/10/44;ANTIGUA;;FENICIA - PÚNICA;PÉTREOS;URNAS;32250
28067;URNA;ALABASTRO;BAHÍA BLANCA. CÁDIZ;2007;ANTIGUA;;FENICIA;PÉTREOS;URNAS;29646
21757;URNA;ALABASTRO;C/ ESCALZO;11/02/97;ANTIGUA;s. VIII a.C.;FENICIA;PÉTREOS;URNAS;23438
21756;URNA;ALABASTRO;C/ ESCALZO;11/02/97;ANTIGUA;s. VIII a.C.;FENICIA;PÉTREOS;URNAS;23437
8307;FIGURA;ALABASTRO;C/ ORTEGA. MEDINA SIDONIA;20/09/67;;;;PÉTREOS;ESTATUAS;8329
23430;URNA;ALABASTRO;C/ SANTA CRUZ DE TENERIFE. CÁDIZ/96;1996;ANTIGUA;s. VIII - VII a.C.;FENICIA;PÉTREOS;URNAS;25259
28257;ALABASTRÓN;ALABASTRO;CARTEIA. SAN ROQUE;DJ/08/04;ANTIGUA;;ROMANA;CERÁMICA;ALABASTRÓN;29833
17057;CUENTA;ALABASTRO;CASTILLO DE DOÑA BLANCA. EL PUERTO DE SANTA MARÍA;30/09/88;ANTIGUA;s. VI a.C.;FENICIA;ORFEBRERÍA;CUENTAS;17035
17056;CUENTA;ALABASTRO;CASTILLO DE DOÑA BLANCA. EL PUERTO DE SANTA MARÍA;30/09/88;ANTIGUA;s. VI a.C.;FENICIA;ORFEBRERÍA;CUENTAS;17034
17053;VASO;ALABASTRO;CASTILLO DE DOÑA BLANCA. EL PUERTO DE SANTA MARÍA;30/09/88;ANTIGUA;s. VI a.C.;FENICIA;PÉTREOS;VASOS;17031
17052;VASO;ALABASTRO;CASTILLO DE DOÑA BLANCA. EL PUERTO DE SANTA MARÍA;30/09/88;ANTIGUA;s. VI a.C.;FENICIA;PÉTREOS;VASOS;17030
33055;VASO;ALABASTRO;COLECCIÓN CAPOTE. ARCOS DE LA FRONTERA;DJ/14/20;ANTIGUA;;ROMANA;PÉTREOS;VASO;33267
26444;FRAGMENTO;ALABASTRO;DOÑA BLANCA. EL PUERTO DE SANTA MARÍA/1982;;ANTIGUA;s. VIII a.C.;FENICIA;PÉTREOS;VASOS;28136
26415;FRAGMENTO;ALABASTRO;DOÑA BLANCA. EL PUERTO DE SANTA MARÍA/1991;;ANTIGUA;;FENICIA;PÉTREOS;URNAS ?;28107
31462;URNA;ALABASTRO;PARKING SANTA BARBARA. CÁDIZ;DJ/13/32;ANTIGUA;;FENICIA - PÚNICA;PÉTREOS;URNAS;32761
21893;VASO;ALABASTRO;PLAZA ASDRUBAL. CÁDIZ/98;15/04/98;ANTIGUA;s. IX - VII a.C.;FENICIA;CERÁMICA;VASOS;23631
33119;MONEDA (MEDIA);ALEACIÓN;COLECCIÓN CAPOTE. ARCOS DE LA FRONTERA;DJ/14/20;;;;NUMISMÁTICA;;33331
32797;MONEDA;ALEACIÓN;DESCONOCIDO;;;;ESPAÑOLA;NUMISMÁTICA;TOKEN - JETONES;33183/7
34040;MONEDA;ALEACIÓN;LA CORACHA. SETENIL;DJ/16/52;CONTEMPORÁNEA;;FRANCESA;NUMISMÁTICA;LUIS XVI;34194
34034;DEDAL;ALEACIÓN;LA CORACHA. SETENIL;DJ/16/52;CONTEMPORÁNEA;;HISPÁNICA;METAL;DEDALES;34188
33999;ANILLOS;ALEACIÓN;LA CORACHA. SETENIL;DJ/16/52;MODERNA - CONTEMPORÁNEA;s. XX;HISPÁNICA;ORFEBRERÍA;ANILLOS;34153
15815;COPA;ALPACA;DRAGA DEL PUERTO. CÁDIZ;;MODERNA;;;METAL;COPAS;15799
31851;MONEDA;ALUMINIO;DESCONOCIDO;;CONTEMPORÁNEA;1966;ESPAÑOLA;NUMISMÁTICA;JEFATURA DE FRANCO;32850/3
31849;MONEDA;ALUMINIO;DESCONOCIDO;;CONTEMPORÁNEA;1959;ESPAÑOLA;NUMISMÁTICA;JEFATURA DE FRANCO;32850/1
1740;MEDALLAS;ALUMINIO;DONACIÓN;25/08/06;;;PORTUGUESA;NUMISMÁTICA;MEDALLAS;1739
1725;MEDALLAS;ALUMINIO;DONACIÓN;27/07/06;CONTEMPORÁNEA;1887;;NUMISMÁTICA;MEDALLAS;1724
1726;MEDALLAS;ALUMINIO;DONACIÓN;27/07/06;CONTEMPORÁNEA;1855;ITALIANA;NUMISMÁTICA;MEDALLAS;1725
1713;MEDALLAS;ALUMINIO;DONACIÓN;18/03/05;;;ESPAÑOLA;NUMISMÁTICA;MEDALLAS;1712
1123;MEDALLAS;ALUMINIO;DONACIÓN;03/08/04;CONTEMPORÁNEA;1851;BRITÁNICA;NUMISMÁTICA;MEDALLAS;1122
1122;MEDALLAS;ALUMINIO;DONACIÓN;23/06/04;CONTEMPORÁNEA;1897;;NUMISMÁTICA;MEDALLAS;1121
867;MEDALLAS;ALUMINIO;DONACIÓN;18/04/03;CONTEMPORÁNEA;1867;FRANCESA;NUMISMÁTICA;MEDALLAS;866
21898;ENTALLE;AMATISTA;PLAZA ASDRUBAL. CÁDIZ/98;11/02/98;ANTIGUA;s.  I ;ROMANA;GLÍPTICA;ENTALLES;23636
31260;FRAGMENTO;AMBAR;AVENIDA ANDALUCÍA Nº 1 Y 3. CÁDIZ;DJ/13/04;ANTIGUA;;FENICIA - PÚNICA;ORFEBRERÍA;ANILLOS;32568
31131;FRAGMENTO;AMBAR;AVENIDA ANDALUCÍA Nº 1 Y 3. CÁDIZ;DJ/13/04;ANTIGUA;;FENICIA - PÚNICA;ORFEBRERÍA;ANILLOS;32441
31125;FRAGMENTO;AMBAR;AVENIDA ANDALUCÍA Nº 1 Y 3. CÁDIZ;DJ/13/04;ANTIGUA;;FENICIA - PÚNICA;ORFEBRERÍA;ANILLOS;32435
21783;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23464
21781;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23462
21782;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23463
21779;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23460
21780;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23461
21777;CAJA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;CAJAS;23458
21778;FIGURA;AMBAR;C/ ESCALZO;11/02/97;ANTIGUA;s. I d.C.;ROMANA;PÉTREOS;JUGUETES;23459
29313;COLGANTES;AMBAR;CAMPO DE HOCKEY. SAN FERNANDO;NO INGRESA;PREHISTORIA;;NEOLÍTICO;;COLGANTES;30735
29311;COLGANTES;AMBAR;CAMPO DE HOCKEY. SAN FERNANDO;NO INGRESA;PREHISTORIA;;NEOLÍTICO;;COLGANTES;30734
25982;ENTALLE;AMBAR;DESCONOCIDO;;ANTIGUA;;ROMANA;GLÍPTICA;ENTALLES;27738
26799;ANILLOS ?;AMBAR ?;PALACIO DE JUSTICIA. CÁDIZ/2005;01/01/06;ANTIGUA;;ROMANA ;ORFEBRERÍA;ANILLOS;28489
29565;CUENTA;Ambar, Cornalina;CERRO DEL BERRUECO. MEDINA SIDONIA, MEDINA SIDONIA ;;PREHISTORIA;s. VIII - VII a.C.;BRONCE;ORFEBRERÍA;CUENTAS;30972
2825;MONEDA;ANTIGUA;DONACIÓN;;ANTIGUA;206-45 a.C.;HISPANORROMANA;NUMISMÁTICA;GADES;2847
18269;UTIL;ARENISCA;CARISSA;;PREHISTORIA;;PALEOLÍTICO;LÍTICA;ÚTILES;18234
18268;UTIL;ARENISCA;CARISSA;;PREHISTORIA;;PALEOLÍTICO;LÍTICA;ÚTILES;18233
30117;GANCHO;BALANZA;PUENTE MELCHOR-AVE/AEROPUERTO JEREZ DE LA FRONTERA-CÁDIZ;DJ/11/13;ANTIGUA;;ROMANA;METAL;BALANZAS;31506
30532;LUCERNA;BARRO;;;ANTIGUA;;;CERÁMICA;LUCERNAS;31913
27925;FRAGMENTO (JARRAS);BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;PAREDES FINAS;29511
27921;FRAGMENTO;BARRO;;;ANTIGUA;;;CERÁMICA;VASIJAS;29507
27191;LADRILLO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;LADRILLOS;28781
26549;SOPORTE CARRETE;BARRO;;;PREHISTORIA;;CALCOLÍTICO;CERÁMICA;CARRETES;28241
23449;FICHA;BARRO;;;ANTIGUA;s. I;ROMANA;CERÁMICA;FICHAS;25278
21183;JARRAS;BARRO;;15/12/95;ANTIGUA;s. V - IV a.C.;FENICIA;CERÁMICA;JARRAS;22864
17651;FRAGMENTO;BARRO;;;ANTIGUA;s. II;ROMANA;CERÁMICA;LUCERNAS;17626
12010;FRAGMENTO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;FRAGMENTOS;12027
10381;FRAGMENTO;BARRO;;;;;;CERÁMICA;VASIJAS;10403
10375;ASA;BARRO;;;;;;CERÁMICA;ASAS;10397
10376;ASA;BARRO;;;;;;CERÁMICA;ASAS;10398
10373;ASA;BARRO;;;;;;CERÁMICA;ASAS;10395
10374;ASA;BARRO;;;;;;CERÁMICA;ASAS;10396
10371;FRAGMENTO;BARRO;;;;;;CERÁMICA;FRAGMENTOS;10393
10372;FRAGMENTO;BARRO;;;;;;CERÁMICA;VASOS;10394
10370;LOTE DE MATERIAL ROMANO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;TERRA SIGILLATA;10392
10367;FRAGMENTO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;TERRA SIGILLATA;10389
10368;FRAGMENTO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;TERRA SIGILLATA;10390
10366;FRAGMENTO;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;TERRA SIGILLATA;10388
4795;UNGÜENTARIOS;BARRO;;1935;;;;CERÁMICA;UNGÜENTARIOS;4817
4794;UNGÜENTARIOS;BARRO;;1935;;;;CERÁMICA;UNGÜENTARIOS;4816
4311;FRAGMENTO;BARRO;;1923;;;;CERÁMICA;CUENCOS;4333
1773;PESA DE TELAR;BARRO;;;;;;CERÁMICA;PESAS DE TELAR;1772
300;TAZA;BARRO;;;ANTIGUA;;ROMANA;CERÁMICA;TAZAS;300
32399;URNA;BARRO;ACACIAS/1989;;ANTIGUA;;PRERROMANA;CERÁMICA;URNAS;32980
29753;FRAGMENTO;BARRO;ACS/86;;ANTIGUA;;ROMANA;CERÁMICA;CAMPANIENSE;31129 - 3
8855;ÁNFORAS;BARRO;ACULADERO, LA CALETA. CÁDIZ;09/09/71;ANTIGUA;;FENICIA;CERÁMICA;ÁNFORAS;8877
8853;FRAGMENTO;BARRO;ACULADERO, LA CALETA. CÁDIZ;09/09/71;ANTIGUA;;PÚNICA;CERÁMICA;ÁNFORAS;8875
8854;ÁNFORAS;BARRO;ACULADERO, LA CALETA. CÁDIZ;09/09/71;ANTIGUA;;FENICIA;CERÁMICA;ÁNFORAS;8876
8799;ÁNFORAS;BARRO;AGUAS ENTRE CÁDIZ Y EL PUERTO DE SANTA MARÍA;17/12/70;;;;CERÁMICA;ÁNFORAS;8821
9202;PESA DE TELAR;BARRO;ALCANTARILLADO EN LOS CORRALES. CÁDIZ;09/02/74;;;;CERÁMICA;PESAS DE TELAR;9224
9193;PESA DE TELAR;BARRO;ALCANTARILLADO EN PUERTA TIERRA. CÁDIZ;09/02/74;;;;CERÁMICA;PESAS DE TELAR;9215
9192;FRAGMENTO;BARRO;ALCANTARILLADO EN PUERTA TIERRA. CÁDIZ;09/02/74;;;;CERÁMICA;TERRA SIGILLATA;9214
8343;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8365
8344;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8366
8341;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;PLATOS;8363
8342;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;JARRAS;8364
8339;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;PLATOS;8361
8340;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8362
8337;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8359
8338;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8360
8335;ASA;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8357
8336;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8358
8333;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8355
8334;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8356
8332;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8354
8329;TAPA;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;TAPADERAS;8351
8330;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;ANTIGUA;;;CERÁMICA;ÁNFORAS;8352
8327;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;FRAGMENTOS;8349
8328;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;PLATOS;8350
8325;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8347
8326;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8348
8323;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8345
8324;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8346
8321;VASIJAS;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8343
8322;FRAGMENTO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;;;;CERÁMICA;VASIJAS;8344
8319;MOSAICO;BARRO;ALDEA DE MARCHENILLA. JIMENA;27/11/67;ANTIGUA;s. III - IV d.C.;ROMANA;CERÁMICA;MOSÁICOS;8341
23585;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25413
23586;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25414
23583;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25411
23581;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25409
23579;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25407
23580;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25408
23578;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25406
23574;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25402
23571;FRAGMENTO;BARRO;ALGAIDA;01/11/79;ANTIGUA;;;CERÁMICA;LUCERNAS;25399
23570;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25398
23568;FRAGMENTO;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;FRAGMENTOS;25396
23565;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25393
23561;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25389
23557;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25385
23558;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25386
23555;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25383
23556;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25384
23553;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25381
23554;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25382
23551;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25379
23552;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25380
23549;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25377
23550;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25378
23547;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25375
23548;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25376
23546;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25374
23543;CUENCOS;BARRO;ALGAIDA;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25371
23582;FRAGMENTO;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;FRAGMENTOS;25410
23575;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25403
23576;FRAGMENTO;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;PITORROS;25404
23566;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25394
23562;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25390
23559;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25387
23560;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25388
23545;CUENCOS;BARRO;ALGAIDA/78;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25373
23584;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25412
23573;FRAGMENTO;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;FRAGMENTOS;25401
23572;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25400
23569;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25397
23567;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25395
23563;URNA;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;URNAS;25391
23564;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25392
23544;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25372
23542;CUENCOS;BARRO;ALGAIDA/79;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25370
23599;CUENCOS;BARRO;ALGAIDA/80;;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25427
23577;CUENCOS;BARRO;ALGAIDA/80;01/11/79;ANTIGUA;s. IV a.C.;FENICIA;CERÁMICA;CUENCOS;25405
10765;CUENCOS;BARRO;ALGODONALES;01/04/81;;;;CERÁMICA;CUENCOS;10787
10766;FRAGMENTO;BARRO;ALGODONALES;01/04/81;ANTIGUA;;PALEOCRISTIANA;CERÁMICA;LADRILLOS;10788
10763;LUCERNA;BARRO;ALGODONALES;01/04/81;ANTIGUA;s. II;ROMANA;CERÁMICA;LUCERNAS;10785
10764;CANDIL;BARRO;ALGODONALES;01/04/81;MEDIA;;ISLÁMICA;CERÁMICA;LUCERNAS;10786
23379;UNGÜENTARIOS;BARRO;ALMILCAR BARCA S/N/2001;19/11/01;ANTIGUA;s. II a.C.;FENICIA;CERÁMICA;UNGÜENTARIOS;25208
24204;UNGÜENTARIOS;BARRO;ALMILCAR BARCA S/N/2001;19/11/02;ANTIGUA;;ROMANA;CERÁMICA;UNGÜENTARIOS;26071
352;CUENCOS;BARRO;ANTIGUA;ANTERIOR A 1900;ANTIGUA;;ROMANA;CERÁMICA;CUENCOS;352
23137;LADRILLO;BARRO;ANTIGUO HOSPITAL MILITAR;24/05/01;CONTEMPORÁNEA;s. XIX;ESPAÑOLA;CERÁMICA;LADRILLOS;24966
23136;CUENCOS;BARRO;ANTIGUO HOSPITAL MILITAR;24/05/01;CONTEMPORÁNEA;s. XIX;ESPAÑOLA;CERÁMICA;CUENCOS;24965
22790;LOTE DE MATERIAL;BARRO;ARCO DE LOS BLANCOS. CÁDIZ;;MEDIA;s. XII - XIII;ISLÁMICA;CERÁMICA;LOTES;24619
22753;LOTE DE MATERIAL;BARRO;ARCO DE LOS BLANCOS. CÁDIZ/95;1995;MEDIA;s. XII - XIII;ISLÁMICA;CERÁMICA;LOTES;24582
22754;CANDIL;BARRO;ARCO DE LOS BLANCOS. CÁDIZ/95;1995;MEDIA;s. XII - XIII;ISLÁMICA;CERÁMICA;LUCERNAS;24583
22751;LOTE DE MATERIAL;BARRO;ARCO DE LOS BLANCOS. CÁDIZ/95;1995;MEDIA;s. XII - XIII;ISLÁMICA;CERÁMICA;LOTES;24580
22752;LOTE DE MATERIAL;BARRO;ARCO DE LOS BLANCOS. CÁDIZ/95;1995;MEDIA;s. XII - XIII;ISLÁMICA;CERÁMICA;LOTES;24581
